code_module,code_presentation,id_student,id_site,date,sum_click
CG0C8,2024J,43720,681342,10,1
CG0C8,2024J,73538,681342,8,1
CG0C8,2024J,13968,681342,9,1
CG0C8,2024J,73468,681342,8,2
CG0C8,2024J,21816,681342,10,1
CG0C8,2024J,53309,681342,8,3
CG0C8,2024J,76964,681342,8,1
CG0C8,2024J,25874,681342,8,2
CG0C8,2024J,19912,681342,10,1
CG0C8,2024J,29425,681342,9,2
CG0C8,2024J,87099,681342,8,2
CG0C8,2024J,36234,681342,9,2
CG0C8,2024J,18321,681342,8,3
CG0C8,2024J,19470,681342,12,1
CG0C8,2024J,23788,681342,8,4
CG0C8,2024J,45927,681342,10,1
CG0C8,2024J,84482,681342,8,3
CG0C8,2024J,44509,681342,8,4
CG0C8,2024J,44509,681342,10,1
CG0C8,2024J,13044,681342,9,1
CG0C8,2024J,10853,681342,8,1
CG0C8,2024J,35335,681342,8,4
CG0C8,2024J,49660,681342,8,1
CG0C8,2024J,45857,681342,8,1
EG043,2024J,40067,561601,9,3
EG043,2024J,41730,561601,9,4
EG043,2024J,66744,561601,8,1
EG043,2024J,49070,561601,10,1
EG043,2024J,70051,561601,8,1
EG043,2024J,48475,561601,9,1
EG043,2024J,83798,561601,8,1
EG043,2024J,11433,561601,9,3
EG043,2024J,91596,561601,8,1
EG043,2024J,49959,561601,9,1
EG043,2024J,30640,561601,8,2
EG043,2024J,30640,561601,9,1
EG043,2024J,81284,561601,9,1
EG043,2024J,53448,561601,9,1
EG043,2024J,95149,561601,10,1
EG043,2024J,40007,561601,10,2
CG0C8,2024J,43720,561601,9,1
CG0C8,2024J,69660,561601,8,1
CG0C8,2024J,73538,561601,8,2
CG0C8,2024J,73468,561601,8,1
CG0C8,2024J,53309,561601,8,4
CG0C8,2024J,53309,561601,9,1
CG0C8,2024J,53309,561601,10,1
CG0C8,2024J,65041,561601,10,2
CG0C8,2024J,25874,561601,8,3
CG0C8,2024J,87099,561601,8,2
CG0C8,2024J,87099,561601,9,3
CG0C8,2024J,36234,561601,9,3
CG0C8,2024J,18321,561601,8,1
CG0C8,2024J,33000,561601,8,4
CG0C8,2024J,84482,561601,8,1
CG0C8,2024J,84482,561601,9,2
CG0C8,2024J,44509,561601,8,3
CG0C8,2024J,10853,561601,10,1
CG0C8,2024J,35335,561601,8,2
EG043,2024J,91816,350615,9,1
EG043,2024J,30085,350615,8,1
EG043,2024J,40067,350615,9,1
EG043,2024J,41730,350615,10,1
EG043,2024J,58540,350615,8,1
EG043,2024J,23228,350615,8,1
EG043,2024J,48481,350615,9,1
EG043,2024J,87817,350615,8,1
EG043,2024J,11433,350615,11,1
EG043,2024J,49959,350615,9,1
EG043,2024J,30640,350615,11,1
EG043,2024J,74130,350615,8,1
EG043,2024J,87327,350615,8,1
EG043,2024J,86699,350615,12,1
CG0C8,2024J,43720,350615,9,1
CG0C8,2024J,73538,350615,8,1
CG0C8,2024J,13968,350615,9,1
CG0C8,2024J,21816,350615,10,1
CG0C8,2024J,53309,350615,8,1
CG0C8,2024J,19912,350615,10,1
CG0C8,2024J,29425,350615,9,1
CG0C8,2024J,87099,350615,8,2
CG0C8,2024J,18321,350615,8,1
CG0C8,2024J,19470,350615,12,1
CG0C8,2024J,25354,350615,10,1
CG0C8,2024J,23788,350615,8,1
CG0C8,2024J,45927,350615,10,1
CG0C8,2024J,84482,350615,8,1
CG0C8,2024J,44509,350615,9,1
CG0C8,2024J,13044,350615,9,1
CG0C8,2024J,35335,350615,8,1
EG043,2024J,81109,835050,8,2
EG043,2024J,40262,835050,8,8
EG043,2024J,40262,835050,9,6
EG043,2024J,40262,835050,10,13
EG043,2024J,91816,835050,8,19
EG043,2024J,91816,835050,9,2
EG043,2024J,30085,835050,8,17
EG043,2024J,40067,835050,9,11
EG043,2024J,40067,835050,10,2
EG043,2024J,40067,835050,12,2
EG043,2024J,68154,835050,9,15
EG043,2024J,41730,835050,8,6
EG043,2024J,41730,835050,9,35
EG043,2024J,41730,835050,10,4
EG043,2024J,41730,835050,11,2
EG043,2024J,41730,835050,12,2
EG043,2024J,58540,835050,8,20
EG043,2024J,58540,835050,9,14
EG043,2024J,58540,835050,10,11
EG043,2024J,29288,835050,8,8
EG043,2024J,29288,835050,9,110
EG043,2024J,66744,835050,8,35
EG043,2024J,66744,835050,9,4
EG043,2024J,66744,835050,10,2
EG043,2024J,23228,835050,8,8
EG043,2024J,23228,835050,9,11
EG043,2024J,53612,835050,8,2
EG043,2024J,53612,835050,9,4
EG043,2024J,53612,835050,10,13
EG043,2024J,46658,835050,8,2
EG043,2024J,46658,835050,9,6
EG043,2024J,46658,835050,10,17
EG043,2024J,13048,835050,9,2
EG043,2024J,39638,835050,8,6
EG043,2024J,39638,835050,9,21
EG043,2024J,65578,835050,9,4
EG043,2024J,65578,835050,10,11
EG043,2024J,49070,835050,8,4
EG043,2024J,49070,835050,9,27
EG043,2024J,49070,835050,10,2
EG043,2024J,70051,835050,8,47
EG043,2024J,70051,835050,9,6
EG043,2024J,80194,835050,8,6
EG043,2024J,80194,835050,9,13
EG043,2024J,18020,835050,11,2
EG043,2024J,77830,835050,8,4
EG043,2024J,77830,835050,9,18
EG043,2024J,77830,835050,10,6
EG043,2024J,48475,835050,8,23
EG043,2024J,48475,835050,9,2
EG043,2024J,16108,835050,9,2
EG043,2024J,16108,835050,13,2
EG043,2024J,83798,835050,8,4
EG043,2024J,83798,835050,10,11
EG043,2024J,83798,835050,11,2
EG043,2024J,84557,835050,9,6
EG043,2024J,84557,835050,10,27
EG043,2024J,96390,835050,9,2
EG043,2024J,57795,835050,9,2
EG043,2024J,82643,835050,8,19
EG043,2024J,82643,835050,11,2
EG043,2024J,56972,835050,9,4
EG043,2024J,23325,835050,10,2
EG043,2024J,23325,835050,11,3
EG043,2024J,23325,835050,13,2
EG043,2024J,59393,835050,9,43
EG043,2024J,48481,835050,8,4
EG043,2024J,48481,835050,9,11
EG043,2024J,48481,835050,11,48
EG043,2024J,87817,835050,8,19
EG043,2024J,11433,835050,9,49
EG043,2024J,91596,835050,8,29
EG043,2024J,49959,835050,8,25
EG043,2024J,49959,835050,9,2
EG043,2024J,49959,835050,10,4
EG043,2024J,49959,835050,11,2
EG043,2024J,49959,835050,12,2
EG043,2024J,27418,835050,8,4
EG043,2024J,27418,835050,9,27
EG043,2024J,27418,835050,10,4
EG043,2024J,28899,835050,9,2
EG043,2024J,30640,835050,8,23
EG043,2024J,30640,835050,9,2
EG043,2024J,30640,835050,10,2
EG043,2024J,30640,835050,11,2
EG043,2024J,94378,835050,8,18
EG043,2024J,94378,835050,9,4
EG043,2024J,94378,835050,10,13
EG043,2024J,94378,835050,11,4
EG043,2024J,40679,835050,8,29
EG043,2024J,86546,835050,9,15
EG043,2024J,85177,835050,9,4
EG043,2024J,85177,835050,10,32
EG043,2024J,74130,835050,8,13
EG043,2024J,81284,835050,9,6
EG043,2024J,53448,835050,8,2
EG043,2024J,53448,835050,9,35
EG043,2024J,87327,835050,8,15
EG043,2024J,87327,835050,10,2
EG043,2024J,95149,835050,10,6
EG043,2024J,56881,835050,8,23
EG043,2024J,56881,835050,9,2
EG043,2024J,40007,835050,9,2
EG043,2024J,40007,835050,10,15
CG0C8,2024J,43720,835050,8,19
CG0C8,2024J,43720,835050,9,28
CG0C8,2024J,31909,835050,8,6
CG0C8,2024J,31909,835050,9,7
CG0C8,2024J,31909,835050,10,16
,2024J,98608,835050,8,4
CG0C8,2024J,48588,835050,8,2
CG0C8,2024J,48588,835050,9,6
CG0C8,2024J,48588,835050,10,32
CG0C8,2024J,73538,835050,8,24
CG0C8,2024J,73538,835050,10,19
CG0C8,2024J,13968,835050,8,31
CG0C8,2024J,13968,835050,9,8
CG0C8,2024J,73468,835050,8,51
CG0C8,2024J,73468,835050,9,6
CG0C8,2024J,21816,835050,8,31
CG0C8,2024J,21816,835050,9,10
CG0C8,2024J,92904,835050,8,12
CG0C8,2024J,92904,835050,9,11
CG0C8,2024J,11529,835050,8,2
CG0C8,2024J,11529,835050,9,37
CG0C8,2024J,11529,835050,10,2
CG0C8,2024J,11529,835050,11,2
CG0C8,2024J,72366,835050,8,33
CG0C8,2024J,53309,835050,8,9
CG0C8,2024J,53309,835050,9,35
CG0C8,2024J,76964,835050,8,28
CG0C8,2024J,76964,835050,9,4
CG0C8,2024J,76964,835050,10,6
CG0C8,2024J,65041,835050,8,23
CG0C8,2024J,65041,835050,10,2
CG0C8,2024J,25874,835050,8,73
CG0C8,2024J,25874,835050,9,12
CG0C8,2024J,25874,835050,10,6
CG0C8,2024J,19912,835050,9,2
CG0C8,2024J,19912,835050,10,13
CG0C8,2024J,29425,835050,8,6
CG0C8,2024J,29425,835050,9,25
CG0C8,2024J,29425,835050,10,2
CG0C8,2024J,87099,835050,8,27
CG0C8,2024J,87099,835050,9,2
CG0C8,2024J,36234,835050,8,2
CG0C8,2024J,36234,835050,9,11
CG0C8,2024J,87762,835050,10,15
CG0C8,2024J,98022,835050,9,15
CG0C8,2024J,76623,835050,8,2
CG0C8,2024J,76623,835050,9,15
CG0C8,2024J,18321,835050,8,23
CG0C8,2024J,19470,835050,12,15
CG0C8,2024J,25354,835050,8,19
CG0C8,2024J,25354,835050,9,2
CG0C8,2024J,25354,835050,10,2
CG0C8,2024J,33000,835050,8,37
CG0C8,2024J,33000,835050,9,4
CG0C8,2024J,46744,835050,10,24
CG0C8,2024J,46744,835050,12,2
CG0C8,2024J,36892,835050,8,2
CG0C8,2024J,36892,835050,9,8
CG0C8,2024J,23788,835050,8,27
CG0C8,2024J,23788,835050,9,4
CG0C8,2024J,45927,835050,8,4
CG0C8,2024J,45927,835050,10,11
CG0C8,2024J,45927,835050,11,2
CG0C8,2024J,84482,835050,8,13
CG0C8,2024J,84482,835050,9,6
CG0C8,2024J,84482,835050,12,2
CG0C8,2024J,44509,835050,8,8
CG0C8,2024J,44509,835050,9,2
CG0C8,2024J,80548,835050,9,4
CG0C8,2024J,13044,835050,8,10
CG0C8,2024J,13044,835050,9,13
CG0C8,2024J,49188,835050,9,7
CG0C8,2024J,49188,835050,10,10
CG0C8,2024J,70929,835050,8,4
CG0C8,2024J,70929,835050,9,10
CG0C8,2024J,70929,835050,10,13
CG0C8,2024J,10853,835050,8,76
CG0C8,2024J,10853,835050,9,16
CG0C8,2024J,10853,835050,10,2
CG0C8,2024J,81912,835050,8,31
CG0C8,2024J,81912,835050,9,2
CG0C8,2024J,81912,835050,10,2
CG0C8,2024J,81912,835050,11,2
CG0C8,2024J,35335,835050,8,31
CG0C8,2024J,49660,835050,8,6
CG0C8,2024J,49660,835050,9,6
CG0C8,2024J,49660,835050,10,16
CG0C8,2024J,65320,835050,8,4
CG0C8,2024J,45857,835050,8,2
CG0C8,2024J,45857,835050,9,16
CG0C8,2024J,45857,835050,10,8
CG0C8,2024J,45857,835050,11,2
EG043,2024J,40262,576447,10,1
EG043,2024J,91816,576447,8,1
EG043,2024J,30085,576447,8,1
EG043,2024J,40067,576447,12,1
EG043,2024J,41730,576447,9,1
EG043,2024J,58540,576447,10,1
EG043,2024J,66744,576447,8,1
EG043,2024J,23228,576447,9,1
EG043,2024J,39638,576447,9,1
EG043,2024J,48475,576447,11,3
EG043,2024J,82643,576447,8,1
EG043,2024J,48481,576447,9,1
EG043,2024J,87817,576447,8,1
EG043,2024J,11433,576447,9,1
EG043,2024J,49959,576447,8,2
EG043,2024J,49959,576447,10,3
EG043,2024J,30640,576447,8,3
EG043,2024J,30640,576447,9,1
EG043,2024J,74130,576447,8,1
EG043,2024J,53448,576447,9,1
EG043,2024J,56881,576447,8,1
CG0C8,2024J,43720,576447,9,1
CG0C8,2024J,31909,576447,9,1
CG0C8,2024J,21816,576447,9,1
CG0C8,2024J,92904,576447,9,1
CG0C8,2024J,53309,576447,8,1
CG0C8,2024J,76964,576447,9,1
CG0C8,2024J,19912,576447,10,1
CG0C8,2024J,29425,576447,9,1
CG0C8,2024J,87099,576447,8,3
CG0C8,2024J,98022,576447,9,1
CG0C8,2024J,76623,576447,9,1
CG0C8,2024J,18321,576447,8,1
CG0C8,2024J,19470,576447,12,1
CG0C8,2024J,33000,576447,8,1
CG0C8,2024J,45927,576447,10,1
CG0C8,2024J,84482,576447,8,1
CG0C8,2024J,44509,576447,8,1
CG0C8,2024J,70929,576447,10,2
CG0C8,2024J,81912,576447,9,1
EG043,2024J,81109,395452,8,4
EG043,2024J,40262,395452,8,4
EG043,2024J,40262,395452,9,17
EG043,2024J,40262,395452,10,2
EG043,2024J,91816,395452,8,17
EG043,2024J,91816,395452,9,2
EG043,2024J,91816,395452,10,8
EG043,2024J,30085,395452,8,2
EG043,2024J,30085,395452,10,1
EG043,2024J,40067,395452,9,5
EG043,2024J,68154,395452,9,17
EG043,2024J,41730,395452,8,4
EG043,2024J,41730,395452,9,29
EG043,2024J,41730,395452,10,2
EG043,2024J,58540,395452,8,8
EG043,2024J,58540,395452,9,8
EG043,2024J,58540,395452,10,11
EG043,2024J,29288,395452,8,4
EG043,2024J,29288,395452,9,19
EG043,2024J,66744,395452,8,29
EG043,2024J,66744,395452,9,4
EG043,2024J,23228,395452,9,17
EG043,2024J,53612,395452,8,4
EG043,2024J,53612,395452,9,4
EG043,2024J,53612,395452,10,11
EG043,2024J,46658,395452,8,2
EG043,2024J,46658,395452,9,6
EG043,2024J,39638,395452,9,31
EG043,2024J,65578,395452,9,6
EG043,2024J,65578,395452,10,13
EG043,2024J,49070,395452,9,21
EG043,2024J,70051,395452,8,44
EG043,2024J,70051,395452,9,2
EG043,2024J,80194,395452,9,10
EG043,2024J,18020,395452,11,2
EG043,2024J,77830,395452,8,4
EG043,2024J,77830,395452,10,2
EG043,2024J,48475,395452,8,31
EG043,2024J,16108,395452,9,2
EG043,2024J,16108,395452,10,2
EG043,2024J,16108,395452,13,2
EG043,2024J,83798,395452,8,8
EG043,2024J,83798,395452,9,11
EG043,2024J,84557,395452,9,4
EG043,2024J,84557,395452,10,11
EG043,2024J,82643,395452,8,19
EG043,2024J,23325,395452,11,1
EG043,2024J,59393,395452,9,2
EG043,2024J,48481,395452,8,4
EG043,2024J,48481,395452,9,13
EG043,2024J,48481,395452,11,2
EG043,2024J,87817,395452,8,21
EG043,2024J,11433,395452,9,8
EG043,2024J,11433,395452,11,6
EG043,2024J,91596,395452,8,34
EG043,2024J,49959,395452,8,16
EG043,2024J,49959,395452,9,15
EG043,2024J,27418,395452,8,2
EG043,2024J,27418,395452,9,14
EG043,2024J,27418,395452,10,4
EG043,2024J,27418,395452,12,2
EG043,2024J,30640,395452,8,2
EG043,2024J,30640,395452,9,23
EG043,2024J,30640,395452,10,2
EG043,2024J,94378,395452,8,2
EG043,2024J,94378,395452,9,2
EG043,2024J,94378,395452,10,6
EG043,2024J,94378,395452,11,6
EG043,2024J,40679,395452,8,4
EG043,2024J,40679,395452,9,10
EG043,2024J,85177,395452,9,13
EG043,2024J,74130,395452,8,17
EG043,2024J,81284,395452,8,2
EG043,2024J,81284,395452,9,17
EG043,2024J,53448,395452,8,2
EG043,2024J,53448,395452,9,13
EG043,2024J,53448,395452,10,2
EG043,2024J,87327,395452,8,11
EG043,2024J,87327,395452,10,2
EG043,2024J,56881,395452,8,27
EG043,2024J,56881,395452,9,2
EG043,2024J,56881,395452,10,2
EG043,2024J,86699,395452,10,2
EG043,2024J,40007,395452,9,2
EG043,2024J,40007,395452,10,11
CG0C8,2024J,43720,395452,8,10
CG0C8,2024J,43720,395452,9,29
CG0C8,2024J,43720,395452,10,4
CG0C8,2024J,43720,395452,11,2
CG0C8,2024J,31909,395452,8,2
CG0C8,2024J,31909,395452,9,6
CG0C8,2024J,31909,395452,10,17
,2024J,98608,395452,8,2
CG0C8,2024J,48588,395452,9,14
CG0C8,2024J,48588,395452,10,23
CG0C8,2024J,73538,395452,8,16
CG0C8,2024J,73538,395452,10,11
CG0C8,2024J,13968,395452,8,22
CG0C8,2024J,13968,395452,9,60
CG0C8,2024J,73468,395452,8,38
CG0C8,2024J,73468,395452,9,29
CG0C8,2024J,21816,395452,9,11
CG0C8,2024J,21816,395452,10,2
CG0C8,2024J,92904,395452,8,10
CG0C8,2024J,92904,395452,9,19
CG0C8,2024J,11529,395452,8,2
CG0C8,2024J,11529,395452,9,10
CG0C8,2024J,11529,395452,10,2
CG0C8,2024J,72366,395452,8,53
CG0C8,2024J,53309,395452,8,2
CG0C8,2024J,53309,395452,9,9
CG0C8,2024J,53309,395452,10,14
CG0C8,2024J,76964,395452,8,3
CG0C8,2024J,76964,395452,9,18
CG0C8,2024J,76964,395452,10,8
CG0C8,2024J,65041,395452,8,30
CG0C8,2024J,65041,395452,10,2
CG0C8,2024J,25874,395452,8,40
CG0C8,2024J,25874,395452,9,30
CG0C8,2024J,25874,395452,10,29
CG0C8,2024J,19912,395452,10,4
CG0C8,2024J,19912,395452,11,2
CG0C8,2024J,29425,395452,8,10
CG0C8,2024J,29425,395452,9,21
CG0C8,2024J,87099,395452,8,19
CG0C8,2024J,36234,395452,8,2
CG0C8,2024J,36234,395452,9,31
CG0C8,2024J,87762,395452,10,9
CG0C8,2024J,98022,395452,9,16
CG0C8,2024J,76623,395452,9,13
CG0C8,2024J,18321,395452,8,8
CG0C8,2024J,18321,395452,9,11
CG0C8,2024J,19470,395452,12,17
CG0C8,2024J,25354,395452,8,6
CG0C8,2024J,25354,395452,9,8
CG0C8,2024J,25354,395452,10,21
CG0C8,2024J,33000,395452,8,12
CG0C8,2024J,33000,395452,9,20
CG0C8,2024J,36892,395452,8,2
CG0C8,2024J,36892,395452,9,19
CG0C8,2024J,23788,395452,8,10
CG0C8,2024J,23788,395452,9,14
CG0C8,2024J,23788,395452,10,13
CG0C8,2024J,45927,395452,9,6
CG0C8,2024J,45927,395452,10,11
CG0C8,2024J,84482,395452,8,5
CG0C8,2024J,84482,395452,9,8
CG0C8,2024J,44509,395452,8,6
CG0C8,2024J,44509,395452,10,4
CG0C8,2024J,80548,395452,9,2
CG0C8,2024J,13044,395452,8,2
CG0C8,2024J,13044,395452,9,15
CG0C8,2024J,49188,395452,9,4
CG0C8,2024J,70929,395452,8,2
CG0C8,2024J,70929,395452,9,12
CG0C8,2024J,70929,395452,10,4
CG0C8,2024J,10853,395452,8,32
CG0C8,2024J,10853,395452,9,30
CG0C8,2024J,10853,395452,10,175
CG0C8,2024J,81912,395452,8,10
CG0C8,2024J,81912,395452,9,21
CG0C8,2024J,81912,395452,11,2
CG0C8,2024J,81912,395452,12,2
CG0C8,2024J,35335,395452,8,9
CG0C8,2024J,35335,395452,9,2
CG0C8,2024J,49660,395452,8,2
CG0C8,2024J,49660,395452,9,12
CG0C8,2024J,49660,395452,10,11
CG0C8,2024J,45857,395452,8,2
CG0C8,2024J,45857,395452,9,4
CG0C8,2024J,45857,395452,10,6
CG0C8,2024J,45857,395452,11,2
EG043,2024J,40262,231774,10,1
EG043,2024J,91816,231774,9,1
EG043,2024J,30085,231774,8,4
EG043,2024J,30085,231774,10,1
EG043,2024J,41730,231774,9,1
EG043,2024J,58540,231774,10,1
EG043,2024J,66744,231774,8,1
EG043,2024J,23228,231774,9,1
EG043,2024J,48475,231774,11,1
EG043,2024J,83798,231774,8,1
EG043,2024J,82643,231774,8,1
EG043,2024J,48481,231774,9,1
EG043,2024J,87817,231774,8,1
EG043,2024J,91596,231774,8,1
EG043,2024J,74130,231774,8,1
EG043,2024J,53448,231774,9,1
EG043,2024J,87327,231774,8,1
CG0C8,2024J,43720,231774,9,1
CG0C8,2024J,31909,231774,10,1
CG0C8,2024J,13968,231774,9,1
CG0C8,2024J,21816,231774,9,1
CG0C8,2024J,92904,231774,9,1
CG0C8,2024J,76964,231774,8,1
CG0C8,2024J,29425,231774,9,1
CG0C8,2024J,87099,231774,8,1
CG0C8,2024J,76623,231774,9,1
CG0C8,2024J,18321,231774,9,1
CG0C8,2024J,19470,231774,12,1
CG0C8,2024J,33000,231774,9,1
CG0C8,2024J,45927,231774,10,1
CG0C8,2024J,84482,231774,8,1
EG043,2024J,81109,971034,8,4
EG043,2024J,40262,971034,8,4
EG043,2024J,40262,971034,9,4
EG043,2024J,40262,971034,10,2
EG043,2024J,91816,971034,8,6
EG043,2024J,91816,971034,9,15
EG043,2024J,30085,971034,8,10
EG043,2024J,30085,971034,9,29
EG043,2024J,40067,971034,9,7
EG043,2024J,40067,971034,10,2
EG043,2024J,68154,971034,9,2
EG043,2024J,41730,971034,8,4
EG043,2024J,41730,971034,9,27
EG043,2024J,41730,971034,10,2
EG043,2024J,41730,971034,11,2
EG043,2024J,58540,971034,8,4
EG043,2024J,58540,971034,9,6
EG043,2024J,58540,971034,10,13
EG043,2024J,29288,971034,8,2
EG043,2024J,29288,971034,9,6
EG043,2024J,29288,971034,10,21
EG043,2024J,66744,971034,8,14
EG043,2024J,66744,971034,9,25
EG043,2024J,23228,971034,9,2
EG043,2024J,23228,971034,10,17
EG043,2024J,53612,971034,8,2
EG043,2024J,53612,971034,9,8
EG043,2024J,53612,971034,10,11
EG043,2024J,53612,971034,13,2
EG043,2024J,46658,971034,9,2
EG043,2024J,13048,971034,8,2
EG043,2024J,13048,971034,9,2
EG043,2024J,39638,971034,9,6
EG043,2024J,39638,971034,10,15
EG043,2024J,65578,971034,9,4
EG043,2024J,65578,971034,10,16
EG043,2024J,49070,971034,9,27
EG043,2024J,70051,971034,8,4
EG043,2024J,70051,971034,9,13
EG043,2024J,80194,971034,9,2
EG043,2024J,77830,971034,8,6
EG043,2024J,48475,971034,8,23
EG043,2024J,16108,971034,9,2
EG043,2024J,16108,971034,10,4
EG043,2024J,83798,971034,8,4
EG043,2024J,83798,971034,10,11
EG043,2024J,84557,971034,9,6
EG043,2024J,82643,971034,8,4
EG043,2024J,82643,971034,9,13
EG043,2024J,56972,971034,9,2
EG043,2024J,56972,971034,10,4
EG043,2024J,23325,971034,10,2
EG043,2024J,23325,971034,11,3
EG043,2024J,23325,971034,13,2
EG043,2024J,59393,971034,9,2
EG043,2024J,48481,971034,8,2
EG043,2024J,48481,971034,9,4
EG043,2024J,48481,971034,10,2
EG043,2024J,48481,971034,11,6
EG043,2024J,87817,971034,8,8
EG043,2024J,11433,971034,9,5
EG043,2024J,11433,971034,11,2
EG043,2024J,91596,971034,8,10
EG043,2024J,91596,971034,9,17
EG043,2024J,49959,971034,8,12
EG043,2024J,49959,971034,9,15
EG043,2024J,49959,971034,10,6
EG043,2024J,49959,971034,11,2
EG043,2024J,49959,971034,12,2
EG043,2024J,27418,971034,9,12
EG043,2024J,27418,971034,10,4
EG043,2024J,27418,971034,12,2
EG043,2024J,28899,971034,8,2
EG043,2024J,30640,971034,8,6
EG043,2024J,30640,971034,9,27
EG043,2024J,30640,971034,10,2
EG043,2024J,94378,971034,8,4
EG043,2024J,94378,971034,10,6
EG043,2024J,94378,971034,11,2
EG043,2024J,40679,971034,8,2
EG043,2024J,40679,971034,10,13
EG043,2024J,86546,971034,10,13
EG043,2024J,85177,971034,9,4
EG043,2024J,85177,971034,10,11
EG043,2024J,74130,971034,8,19
EG043,2024J,81284,971034,9,13
EG043,2024J,53448,971034,8,2
EG043,2024J,53448,971034,9,29
EG043,2024J,53448,971034,10,2
EG043,2024J,87327,971034,8,2
EG043,2024J,87327,971034,10,11
EG043,2024J,95149,971034,10,52
EG043,2024J,56881,971034,8,16
EG043,2024J,56881,971034,9,17
EG043,2024J,86699,971034,10,2
EG043,2024J,40007,971034,10,11
CG0C8,2024J,43720,971034,8,2
CG0C8,2024J,43720,971034,9,15
CG0C8,2024J,31909,971034,9,3
CG0C8,2024J,31909,971034,10,10
,2024J,98608,971034,8,2
CG0C8,2024J,48588,971034,10,2
CG0C8,2024J,73538,971034,8,8
CG0C8,2024J,73538,971034,10,4
CG0C8,2024J,13968,971034,8,6
CG0C8,2024J,13968,971034,9,25
CG0C8,2024J,73468,971034,8,16
CG0C8,2024J,73468,971034,9,17
CG0C8,2024J,21816,971034,8,7
CG0C8,2024J,21816,971034,9,1
CG0C8,2024J,21816,971034,10,25
CG0C8,2024J,92904,971034,8,6
CG0C8,2024J,92904,971034,9,17
CG0C8,2024J,92904,971034,12,2
CG0C8,2024J,11529,971034,9,4
CG0C8,2024J,11529,971034,10,2
CG0C8,2024J,72366,971034,8,4
CG0C8,2024J,72366,971034,9,15
CG0C8,2024J,53309,971034,8,2
CG0C8,2024J,53309,971034,9,42
CG0C8,2024J,76964,971034,8,6
CG0C8,2024J,65041,971034,8,4
CG0C8,2024J,65041,971034,10,22
CG0C8,2024J,25874,971034,8,14
CG0C8,2024J,25874,971034,9,14
CG0C8,2024J,25874,971034,10,19
CG0C8,2024J,19912,971034,9,2
CG0C8,2024J,19912,971034,10,2
CG0C8,2024J,19912,971034,11,11
CG0C8,2024J,29425,971034,8,6
CG0C8,2024J,29425,971034,9,31
CG0C8,2024J,29425,971034,10,2
CG0C8,2024J,87099,971034,8,8
CG0C8,2024J,87099,971034,9,6
CG0C8,2024J,36234,971034,9,17
CG0C8,2024J,98022,971034,9,17
CG0C8,2024J,76623,971034,9,15
CG0C8,2024J,18321,971034,8,2
CG0C8,2024J,18321,971034,9,4
CG0C8,2024J,18321,971034,10,13
CG0C8,2024J,19470,971034,12,1
CG0C8,2024J,25354,971034,8,2
CG0C8,2024J,25354,971034,9,9
CG0C8,2024J,33000,971034,8,4
CG0C8,2024J,33000,971034,9,12
CG0C8,2024J,36892,971034,8,2
CG0C8,2024J,36892,971034,9,2
CG0C8,2024J,23788,971034,8,4
CG0C8,2024J,23788,971034,9,2
CG0C8,2024J,23788,971034,10,19
CG0C8,2024J,45927,971034,9,2
CG0C8,2024J,45927,971034,10,26
CG0C8,2024J,84482,971034,8,5
CG0C8,2024J,84482,971034,9,2
CG0C8,2024J,84482,971034,10,22
CG0C8,2024J,44509,971034,8,8
CG0C8,2024J,44509,971034,12,2
CG0C8,2024J,13044,971034,8,2
CG0C8,2024J,13044,971034,9,2
CG0C8,2024J,13044,971034,10,15
CG0C8,2024J,70929,971034,9,8
CG0C8,2024J,70929,971034,10,6
CG0C8,2024J,70929,971034,11,2
CG0C8,2024J,10853,971034,8,12
CG0C8,2024J,10853,971034,9,2
CG0C8,2024J,10853,971034,10,19
CG0C8,2024J,81912,971034,8,6
CG0C8,2024J,81912,971034,9,15
CG0C8,2024J,81912,971034,11,2
CG0C8,2024J,35335,971034,8,39
CG0C8,2024J,35335,971034,9,6
CG0C8,2024J,49660,971034,8,4
CG0C8,2024J,49660,971034,9,8
CG0C8,2024J,49660,971034,10,11
CG0C8,2024J,45857,971034,8,2
CG0C8,2024J,45857,971034,9,6
CG0C8,2024J,45857,971034,10,4
CG0C8,2024J,45857,971034,12,11
EG043,2024J,91816,562804,9,1
EG043,2024J,30085,562804,10,1
EG043,2024J,40067,562804,11,1
EG043,2024J,41730,562804,9,1
EG043,2024J,58540,562804,10,1
EG043,2024J,66744,562804,9,1
EG043,2024J,23228,562804,9,1
EG043,2024J,48475,562804,11,1
EG043,2024J,87817,562804,8,1
EG043,2024J,11433,562804,9,1
EG043,2024J,49959,562804,9,1
EG043,2024J,74130,562804,8,1
EG043,2024J,53448,562804,9,1
EG043,2024J,87327,562804,10,1
CG0C8,2024J,31909,562804,10,1
CG0C8,2024J,13968,562804,9,1
CG0C8,2024J,21816,562804,8,1
CG0C8,2024J,19912,562804,11,1
CG0C8,2024J,29425,562804,9,1
CG0C8,2024J,87099,562804,9,1
CG0C8,2024J,98022,562804,9,1
CG0C8,2024J,76623,562804,9,1
CG0C8,2024J,19470,562804,12,1
CG0C8,2024J,23788,562804,10,1
CG0C8,2024J,45927,562804,10,1
CG0C8,2024J,84482,562804,8,1
EG043,2024J,81109,881851,8,2
EG043,2024J,40262,881851,8,2
EG043,2024J,40262,881851,9,3
